.70	1.579938318	1.003122811	.8217928709	6.619047618	2.809523810	1.285714286
.71	1.637957330	1.025940779	.8361826614	6.511737088	2.755868546	1.253521126
.72	1.698977120	1.049271721	.8506938789	6.407407406	2.703703704	1.222222222
.73	1.763270858	1.073144720	.8653304465	6.305936072	2.652968037	1.191780822
.74	1.831148015	1.097591626	.8800965413	6.207207206	2.603603605	1.162162162
.75	1.902960810	1.122647441	.8949966203	6.111111110	2.555555557	1.133333333
.76	1.979112138	1.148350765	.9100354502	6.017543859	2.508771931	1.105263158
.77	2.060065356	1.174744334	.9252181419	5.926406926	2.463203464	1.077922078
.78	2.146356495	1.201875663	.9405501898	5.837606837	2.418803419	1.051282051
.79	2.238609629	1.229797819	.9560375180	5.751054851	2.375527427	1.025316456
.80	2.337556410	1.258570372	.9716865344	5.666666666	2.333333334	1.000000000
.81	2.444061188	1.288260550	.9875041941	5.584362139	2.292181070	.975308642
.82	2.559153698	1.318944691	1.003498075	5.504065040	2.252032522	.951219512
.83	2.684072161	1.350710048	1.019676470	5.425702811	2.212851406	.927710843
.84	2.820320973	1.383657093	1.036048494	5.349206349	2.174603176	.904761904
.85	2.969749199	1.417902480	1.052624219	5.274509803	2.137254902	.882352941
.86	3.134659373	1.453582921	1.069414844	5.201550387	2.100775195	.860465117
.87	3.317961466	1.490860333	1.086432896	5.130268198	2.065134101	.839080459
.88	3.523396041	1.529928820	1.103692501	5.060606061	2.030303030	.818181818
.89	3.755866586	1.571024354	1.121209724	4.992509363	1.996254682	.797752810
.90	4.021950427	1.614438529	1.139003025	4.925925925	1.962962963	.777777778
.91	4.330713939	1.660538733	1.157093867	4.860805861	1.930402931	.758241758
.92	4.695072531	1.709798798	1.175507572	4.797101448	1.898550725	.739130435
.93	5.134185660	1.762847655	1.194274545	4.734767024	1.867383514	.720430107
.94	5.677968754	1.820550898	1.213432112	4.673758864	1.836879434	.702127659
.95	6.376361373	1.884157333	1.233027423	4.614035086	1.807017544	.684210526
.96	7.320700367	1.955587776	1.253122383	4.555555555	1.777777778	.666666667
.97	8.701800687	2.038082904	1.273802869	4.498281786	1.749140894	.649484536
.98	11.01394629	2.137976265	1.295198688	4.442176870	1.721088435	.632653061
.99	16.22183075	2.271660077	1.317539426	4.387205387	1.693602694	.616161616
1.00	Float(infinity)	2.612375349	1.341487257	4.333333333	1.666666667	.600000000
